,Descripción Medicamento,Laboratorio,Descuento,Precio referencial sin convenio 06/05/2019,Precio referencial con Descuento
1426,RESTAURAL (B) 10mg X30COM.,PHARMAVITA S.A.,20%,$ 16.399,$ 13.119
1427,RESTAURAL (B) 20mg X30COM.,PHARMAVITA S.A.,20%,$ 35.199,$ 28.159
1428,RESTOL 10mg/ml GTAS.X20ml,LABORATORIO CHILE,63%,$ 2.499,$ 925
1429,REVIL B12 JBE.X120ml,TECNOFARMA LTDA.,47%,$ 15.899,$ 8.426
1430,RIBOLAC 200mg X10COM.,RECALCINE,20%,$ 10.099,$ 8.079
1431,RICILINA 200mg/5ml S.O.SACHET X15ml,RECALCINE,33%,$ 6.899,$ 4.622
1432,RIMIVAT 12mg/ml 75ml,ANDROMACO FARMA,49%,$ 45.499,$ 23.204
1433,RIMIVAT 75mg CAPS.X10,ANDROMACO FARMA,30%,$ 39.999,$ 27.999
1434,RINITEK FREE 50mcg NEB.NAS.X200DS.,RECALCINE,25%,$ 18.999,$ 14.249
1435,RINOVEN GOTAS X 15 ML,MEDIPHARM,30%,$ 3.099,$ 2.169
1436,RITMOCOR 150mg X20COM.,RECALCINE,89%,$ 26.999,$ 2.970
1437,RITMOCOR 300mg X20COM.,RECALCINE,35%,$ 39.499,$ 25.674
1438,RIZE.10MG.30CP.,SILESIA,40%,$ 20.999,$ 12.599
1439,RIZE.5MG.30CP.,SILESIA,40%,$ 14.499,$ 8.699
1440,ROPSIL 0.5 MG X 30 COMPRIMIDOS,MEDIPHARM,45%,$ 3.199,$ 1.759
1441,ROPSIL 2 MG X 30 COMPRIMIDOS,MEDIPHARM,61%,$ 5.599,$ 2.184
1442,ROSVEL 10 MG 30 CR,LABORATORIO CHILE,35%,$ 16.999,$ 11.049
1443,ROSVEL 10 MG 60 CR,LABORATORIO CHILE,35%,$ 29.999,$ 19.499
1444,ROSVEL 20 MG 30 CR,LABORATORIO CHILE,35%,$ 30.399,$ 19.759
1445,RUBIFEN (B) 10mg X30COM.,PHARMAVITA S.A.,20%,$ 21.199,$ 16.959
1446,RUBIFEN SR (B) 20mg X30COM.,PHARMAVITA S.A.,20%,$ 33.699,$ 26.959
1447,SAE AD.X6SUP.,PASTEUR,58%,$ 11.999,$ 5.040
1448,SAE PED.X6SUP.,PASTEUR,63%,$ 7.699,$ 2.849
1449,SALBUTAMOL 100mcg INH.X200DS.,MINTLAB,66%,$ 2.499,$ 850
1450,SALBUTAMOL 100mcg INH.X200DS.,RECALCINE,66%,$ 2.499,$ 850
1451,SALBUTAMOL 100mcg INH.X200DS.,OPKO,66%,$ 2.499,$ 850
1452,SALBUTAMOL 100mcg INH.X200DS.,ANDROMACO FARMA,66%,$ 2.499,$ 850
1453,SALBUTAMOL 100mcg INH.X200DS.,EUROFARMA CHILE S.A.,66%,$ 2.499,$ 850
1454,SALBUTAMOL 100mcg INH.X200DS.,LABORATORIO CHILE,66%,$ 2.499,$ 850
1455,SALBUTAMOL 100mcg INH.X200DS.,CHEMOPHARMA S.A.,66%,$ 2.499,$ 850
1456,SALBUTAMOL INH.200DS.,GENERICOS,66%,$ 2.499,$ 850
1457,SALES HIDRATANTES TRO 60 X10,GENERICOS,97%,$ 8.399,$ 252
1458,SALES HIDRATANTES TRO 60 X10SOB.,VALMA,97%,$ 8.399,$ 252
1459,SALES HIDRATANTES TRO 90 X10SOB.,VALMA,44%,$ 8.399,$ 4.703
1460,SALES HIDRATANTES TRO 90 X10SOB.,GENERICOS,44%,$ 8.399,$ 4.703
1461,SANIGERMIN 1% JB.X90g,SANITAS S.A.,41%,$ 1.399,$ 825
1462,SAYANA 104mg/0.65ml X1JP,PFIZER,41%,$ 48.299,$ 28.496
1463,SELGINA 5mg COMP.X30,ANDROMACO FARMA,30%,$ 17.499,$ 12.249
1464,SENEXON SR 150mg X30COM.PROL.,RECALCINE,85%,$ 59.999,$ 9.000
1465,SENEXON SR 37.5mg X30COM.REC.,RECALCINE,20%,$ 25.799,$ 20.639
1466,SENEXON SR 75mg X30COM.PROL.,RECALCINE,25%,$ 31.099,$ 23.324
1467,SENTIDOL 50 mg. x 30 comprimidos,MEDIPHARM,25%,$ 14.999,$ 11.249
1468,SENTIDOL 75 mg. x 30 comprimidos,MEDIPHARM,34%,$ 16.799,$ 11.087
1469,SERENATA 20 X28COM.REC,SILESIA,50%,$ 19.999,$ 10.000
1470,SERETIDE DISKUS 100/50 INH.X60DS.,GLAXO,53%,$ 46.999,$ 22.090
1471,SERETIDE LF 250/25 CD X120DS.,GLAXO,59%,$ 72.699,$ 29.807
1472,SERETRAN 20mg X30COM.,RECALCINE,25%,$ 36.999,$ 27.749
1473,SERONEX (B) 100mg X30COM.REC.,PHARMAVITA S.A.,20%,$ 24.499,$ 19.599
1474,SERONEX (B) 50mg X30COM.REC.,PHARMAVITA S.A.,20%,$ 17.999,$ 14.399
1475,SEROQUEL (R) 100mg X30COM.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 70.999,$ 53.249
1476,SEROQUEL (R) 200mg X30COM.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 98.999,$ 74.249
1477,SEROQUEL (R) 25mg X30COM.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 38.999,$ 29.249
1478,SEROQUEL (R) 300mg X30COM.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 137.199,$ 102.899
1479,SEROQUEL XR (R) 200mg X30COM.PROL,ASTRA ZENECA DE CHILE LTDA.,25%,$ 88.399,$ 66.299
1480,SEROQUEL XR (R) 300mg X30COM.PROL,ASTRA ZENECA DE CHILE LTDA.,87%,$ 98.999,$ 12.870
1481,SEROQUEL XR (R) 400mg X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 113.999,$ 85.499
1482,SEROQUEL XR (R) 50mg X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 72.999,$ 54.749
1483,SEROQUEL XR 150mg X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,25%,$ 79.999,$ 59.999
1484,SERTAC 100MG.30COMP.RC.,ANDROMACO FARMA,40%,$ 22.999,$ 13.799
1485,SERTAC 50MG.30COMP.REC.,ANDROMACO FARMA,40%,$ 21.099,$ 12.659
1486,SERTRALINA (B) 100mg X30COM.,LABORATORIO CHILE,75%,$ 6.399,$ 1.600
1487,SERTRALINA (B) 50mg X30COM.,GENERICOS,85%,$ 3.099,$ 465
1488,SERTRALINA (B) 50mg X30COM.,LABORATORIO CHILE,85%,$ 3.099,$ 465
1489,SERTRALINA (B) 50mg X30COM.,OPKO,85%,$ 3.099,$ 465
1490,SERTRALINA (B) 50mg X30COM.,MINTLAB,85%,$ 3.099,$ 465
1491,SERTRALINA (B) 50mg X30COM.,SANITAS S.A.,85%,$ 3.099,$ 465
1492,SERTRALINA (B) 50mg X30COM.,ANDROMACO FARMA,85%,$ 3.099,$ 465
1493,SERTRALINA 100mg COMP.X30,GENERICOS,75%,$ 6.399,$ 1.600
1494,SICADOL FTE.(B) 500mg X20COM.,SYNTHON,86%,$ 4.899,$ 686
1495,SICCAFLUID GEL 10g,THEA PHARMA SPA,34%,$ 18.899,$ 12.473
1496,SICCAFLUID UNIDOSIS X30,THEA PHARMA SPA,30%,$ 19.399,$ 13.579
1497,SIFROL ER (R) 1.5mg X30COM.PROL.,BOEHRINGER INGELHEIM,64%,$ 91.999,$ 33.120
1498,SIGMASPORIN MICRORAL (B) 100mg X50CAP.,LIBRA,35%,$ 135.399,$ 88.009
1499,SIMPERTEN 100MG 30CR,LABORATORIO CHILE,35%,$ 16.899,$ 10.984
1500,SIMPERTEN 50MG 30CR,LABORATORIO CHILE,35%,$ 15.599,$ 10.139
1501,SIMPERTEN D 100/25 30CR,LABORATORIO CHILE,35%,$ 27.999,$ 18.199
1502,SIMPERTEN D 30C AA,LABORATORIO CHILE,35%,$ 24.199,$ 15.729
1503,SINCOM 2mg X30COM.REC.,RECALCINE,25%,$ 24.199,$ 18.149
1504,SINCOM 4mg X30COM.REC.,RECALCINE,25%,$ 35.099,$ 26.324
1505,SINCRIS (B) 10mg X30COM.REC.,LABORATORIO CHILE,91%,$ 34.999,$ 3.150
1506,SIRDALUD 2mg X12COM.,NOVARTIS CHILE S.A.,20%,$ 15.499,$ 12.399
1507,SOLU CORTEF 100mg X1F-A,PFIZER,55%,$ 10.390,$ 4.676
1508,SOLU MEDROL 40mg X1AMP.,PFIZER,66%,$ 8.999,$ 3.060
1509,SOLUNA (B) X28COM.,MINTLAB,30%,$ 8.899,$ 6.229
1510,SOLUNA E (B) X21COM.,MINTLAB,30%,$ 9.399,$ 6.579
1511,SOLUNA E-20 (B) X21COM.,MINTLAB,30%,$ 8.399,$ 5.879
1512,SOLVOBIL 250mg COMP.X100,SILESIA,75%,$ 79.199,$ 19.800
1513,SOMATRAN 100mg COMP.X2,ANDROMACO FARMA,30%,$ 20.899,$ 14.629
1514,"SOP 2,0/0,035 X21COM.REC.",EUROFARMA CHILE S.A.,30%,$ 11.299,$ 7.909
1515,SOPHIPREN OFTENO 1% SOF.X5ml,SOPHIA,65%,$ 18.999,$ 6.650
1516,SOSTAC 20MG 30C,LABORATORIO CHILE,35%,$ 15.999,$ 10.399
1517,SOSTAC 20MG 60C,LABORATORIO CHILE,35%,$ 17.799,$ 11.569
1518,SPIRIVA RESPIMAT 2.5mcg INH.X30DS,BOEHRINGER INGELHEIM,47%,$ 61.799,$ 32.753
1519,SPIRON 1MG.30COMP.,ANDROMACO FARMA,40%,$ 30.399,$ 18.239
1520,SPIRON 1mg/ml GTAS.X30ml,ANDROMACO FARMA,84%,$ 24.999,$ 4.000
1521,SPIRON 2MG.30COMP.,ANDROMACO FARMA,40%,$ 35.399,$ 21.239
1522,SPIRON FT 3MG. 30COMP.TRISECTADOS,ANDROMACO FARMA,40%,$ 30.199,$ 18.119
1523,SUBELAN XR (B) 150mg X30CAP.PROL.,PHARMAVITA S.A.,20%,$ 44.999,$ 35.999
1524,SUBELAN XR (B) 37.5mg X30CAP.PROL.,PHARMAVITA S.A.,20%,$ 26.099,$ 20.879
1525,SUBELAN XR (B) 75mg X30CAP.PROL.,PHARMAVITA S.A.,90%,$ 30.999,$ 3.100
1526,SULFADIAZINA DE PLATA X50g,BAMBERG/SCHUBERT,76%,$ 23.299,$ 5.592
1527,SULFATO FERROSO 200mg X20COM.,GENERICOS,67%,$ 1.699,$ 561
1528,SULFATO FERROSO 200mg X20COM.,VALMA,67%,$ 1.699,$ 561
1529,SULFATO FERROSO 200mg X20COM.,LABORATORIO CHILE,67%,$ 1.699,$ 561
1530,SULPILAN 50mg X30CAP.,ITF (EX LABOMED),70%,$ 14.999,$ 4.500
1531,SULPILAN FTE.300mg X20CAP.,ITF (EX LABOMED),36%,$ 22.399,$ 14.335
1532,T4-BAGO (B) 50mcg X50COM.FLEXIDOSIS,BAGO,61%,$ 6.899,$ 2.691
1533,T4-BAGO (B) 75mcg X50COM.FLEXIDOSIS,BAGO,55%,$ 7.299,$ 3.285
1534,TAMISA 30/75 GRA.X21,EUROFARMA CHILE S.A.,30%,$ 7.499,$ 5.249
1535,TAREG (R) 160mg X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 35.399,$ 24.779
1536,TAREG (R) 160mg X56COM.REC.,NOVARTIS CHILE S.A.,30%,$ 56.899,$ 39.829
1537,TAREG (R) 320mg X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 37.099,$ 25.969
1538,TAREG (R) 80mg X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 39.099,$ 27.369
1539,TAREG (R) 80mg X56COM.REC.,NOVARTIS CHILE S.A.,30%,$ 59.099,$ 41.369
1540,TAREG D 160/12.5 X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 44.999,$ 31.499
1541,TAREG D 160/12.5 X56COM.REC.,NOVARTIS CHILE S.A.,30%,$ 64.999,$ 45.499
1542,TAREG D 160/25 X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 36.299,$ 25.409
1543,TAREG D 160/25 X56COM.REC.,NOVARTIS CHILE S.A.,30%,$ 54.899,$ 38.429
1544,TAREG D 320/12.5 X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 35.699,$ 24.989
1545,TAREG D 320/12.5 X56COM.REC.,NOVARTIS CHILE S.A.,30%,$ 59.299,$ 41.509
1546,TAREG D 320/25 X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 35.099,$ 24.569
1547,TAREG D 80/12.5 X28COM.REC.,NOVARTIS CHILE S.A.,30%,$ 41.899,$ 29.329
1548,TAREG D 80/12.5 X56COM.REC,NOVARTIS CHILE S.A.,30%,$ 65.299,$ 45.709
1549,TENSODOX (B) 10mg X10COM.REC.,RECALCINE,25%,$ 13.999,$ 10.499
1550,TENSODOX (B) 10mg X20COM.REC.,RECALCINE,25%,$ 14.999,$ 11.249
1551,TENSODOX (B) 5mg X20COM.REC.,RECALCINE,25%,$ 10.199,$ 7.649
1552,TENSODOX XR 10mg X20COM.PROL.,RECALCINE,25%,$ 7.799,$ 5.849
1553,TENSOLIV COMP.X30,LABORATORIO CHILE,30%,$ 11.599,$ 8.119
1554,TERBINAFINA (B) 250mg X28COM.,GENERICOS,54%,$ 9.499,$ 4.370
1555,TERBINAFINA (B) 250mg X28COM.,MINTLAB,54%,$ 9.499,$ 4.370
1556,TERBINAFINA (B) 250mg X28COM.,LABORATORIO CHILE,54%,$ 9.499,$ 4.370
1557,TERBINAFINA 250mg X28COM.,PHARMA INVESTI,54%,$ 9.499,$ 4.370
1558,TETRACICLINA 250mg X16CAP.,LABORATORIO CHILE,63%,$ 1.699,$ 629
1559,THYROZOL 10mg X50COM.REC.,MERCK SA CHILE,49%,$ 29.099,$ 14.840
1560,THYROZOL 5mg X50COM.REC.,MERCK SA CHILE,28%,$ 13.399,$ 9.647
1561,"TIMOLOL 0,5% SOF.X10ml",GENERICOS,80%,$ 3.999,$ 800
1562,"TIMOLOL 0,5% SOF.X10ml",OPKO,80%,$ 3.999,$ 800
1563,"TIMOLOL 0,5% SOF.X10ml",ANDROMACO FARMA,80%,$ 3.999,$ 800
1564,"TIMOLOL 0,5% SOF.X10ml",LABORATORIO CHILE,80%,$ 3.999,$ 800
1565,TINELLE X28COM.REC.,SILESIA,50%,$ 16.199,$ 8.100
1566,T-INMUN (B) 1mg X60CAP.,RECALCINE,78%,$ 153.999,$ 33.880
1567,T-INMUN 0.03% UNG.X15g,RECALCINE,20%,$ 17.999,$ 14.399
1568,T-INMUN 0.1% UNG.X15g,RECALCINE,54%,$ 25.999,$ 11.960
1569,"TINOX 2,5mg X30COM.",RECALCINE,64%,$ 25.999,$ 9.360
1570,TIORIDAZINA 100mg X20COM.REC.,GENERICOS,61%,$ 5.099,$ 1.989
1571,TIORIDAZINA 100mg X20COM.REC.,LABORATORIO CHILE,61%,$ 5.099,$ 1.989
1572,TIORIDAZINA 25mg X30COM.REC.,GENERICOS,53%,$ 1.999,$ 940
1573,TIORIDAZINA 25mg X30COM.REC.,LABORATORIO CHILE,53%,$ 1.999,$ 940
1574,TIORIDAZINA 25mg X30COM.REC.,SANITAS S.A.,53%,$ 1.999,$ 940
1575,TIRIZ 5mg COMP.X30,EUROFARMA CHILE S.A.,40%,$ 5.499,$ 3.299
1576,TONARIL 2mg X100COM.,LABORATORIO CHILE,80%,$ 21.199,$ 4.240
1577,TONOTENSIL 10MG 30C,LABORATORIO CHILE,35%,$ 21.099,$ 13.714
1578,TONOTENSIL 20MG 30C,LABORATORIO CHILE,45%,$ 28.199,$ 15.509
1579,TONOTENSIL D 30C,LABORATORIO CHILE,35%,$ 22.099,$ 14.364
1580,TOPICTAL (B) 100mg X28COM.REC.,TECNOFARMA LTDA.,30%,$ 59.999,$ 41.999
1581,TOPICTAL 25mg X28COM.REC.,TECNOFARMA LTDA.,30%,$ 22.199,$ 15.539
1582,TOPICTAL 50mg X28COM.REC.,TECNOFARMA LTDA.,30%,$ 37.799,$ 26.459
1583,TOPREL 100mg X30COM.REC.,RECALCINE,81%,$ 61.199,$ 11.628
1584,TOPREL 25mg X30COM.REC.,RECALCINE,72%,$ 24.399,$ 6.832
1585,TOPREL 50mg X30COM.REC.,RECALCINE,25%,$ 39.999,$ 29.999
1586,TOPTEAR 0.4% SOF.X10ml,PHARMA INVESTI,46%,$ 15.199,$ 8.207
1587,TOUJEO 300UI/ml LAP.PRELL.1.5ml X1,SANOFI WINTHROP DE CHILE S.A.,53%,$ 32.199,$ 15.134
1588,TRADOX 100MG.30COMP.,ANDROMACO FARMA,40%,$ 38.299,$ 22.979
1589,TRADOX 25MG.30COMP.,ANDROMACO FARMA,40%,$ 19.299,$ 11.579
1590,TRADOX 50MG.30COMP.,ANDROMACO FARMA,40%,$ 26.999,$ 16.199
1591,TRADOX FT 200MG/30COMP.,ANDROMACO FARMA,40%,$ 67.999,$ 40.799
1592,TRAMADOL 100mg GTAS.X10ml,GENERICOS,79%,$ 4.799,$ 1.008
1593,TRAMADOL 100mg GTAS.X10ml,LABORATORIO CHILE,79%,$ 4.699,$ 987
1594,TRAMADOL 50mg CAP.X10,GENERICOS,30%,$ 3.499,$ 2.449
1595,TRAMADOL 50mg X10CAP.,SANITAS S.A.,30%,$ 3.499,$ 2.449
1596,TRAMADOL 50mg X10CAP.,MINTLAB,30%,$ 3.499,$ 2.449
1597,TRAMAL 100mg/ml GTAS.X10ml,GRUNENTHAL,50%,$ 22.199,$ 11.100
1598,TRAMAL LONG 100mg X10COM.,GRUNENTHAL,76%,$ 28.699,$ 6.888
1599,TRAMAL LONG 50mg X20COM.PROL.,GRUNENTHAL,67%,$ 23.299,$ 7.689
1600,TRAYENTA DUO 2.5mg/500 COMP.X60,BOEHRINGER INGELHEIM,50%,$ 37.699,$ 18.850
1601,TRILEPTAL 300mg X30COM.,NOVARTIS CHILE S.A.,31%,$ 26.899,$ 18.560
1602,TRILIPIX 135mg X30CAP.PROL.,ABBOTT CHILE,17%,$ 21.499,$ 17.844
1603,TRIMEBUTINO (B) 100mg X20COM.,GENERICOS,75%,$ 1.799,$ 450
1604,TRIMEBUTINO (B) 100mg X20COM.,MINTLAB,75%,$ 1.799,$ 450
1605,TRIMEBUTINO (B) 100mg X20COM.,ANDROMACO FARMA,75%,$ 1.799,$ 450
1606,TRIMEBUTINO 100mg X20COM.,LABORATORIO CHILE,75%,$ 1.799,$ 450
1607,TRIMEBUTINO 100mg X20COM.,EUROFARMA CHILE S.A.,75%,$ 1.799,$ 450
1608,TRIMEBUTINO 100mg X20COM.,RECALCINE,75%,$ 1.799,$ 450
1609,TRITTICO 100mg X20COM.,LABORATORIO CHILE,35%,$ 29.999,$ 19.499
1610,TRITTICO 25mg X20CAP.,LABORATORIO CHILE,53%,$ 21.999,$ 10.340
1611,TRITTICO AC 150mg X20COM.PROL.,LABORATORIO CHILE,43%,$ 49.899,$ 28.442
1612,TRONSALAN 100mg X20COM.REC.,MEDIPHARM,61%,$ 13.599,$ 5.304
1613,ULCRATEX 20mg X30CAP.,RECALCINE,87%,$ 20.999,$ 2.730
1614,ULCRATEX 40mg X30CAP.,RECALCINE,35%,$ 39.299,$ 25.544
1615,ULCRATEX HP TRITERAPIA X14DOSIS,RECALCINE,50%,$ 39.099,$ 19.550
1616,ULTIBRO BREEZHALER X30CAP.,NOVARTIS CHILE S.A.,43%,$ 59.999,$ 34.199
1617,UPTOYOU (B) 10mg X30COM.REC.,PHARMAVITA S.A.,20%,$ 19.999,$ 15.999
1618,UREN 24C,LABORATORIO CHILE,35%,$ 4.099,$ 2.664
1619,UREN 48C,LABORATORIO CHILE,35%,$ 7.399,$ 4.809
1620,URSOFALK 250mg/5ml S.O.X250ml,BIOTOSCANA,13%,$ 63.499,$ 55.244
1621,VACIDOX 0.1% CR.VAG.X30g,RECALCINE,50%,$ 19.999,$ 10.000
1622,VACIDOX 0.5mg X15OV.,RECALCINE,25%,$ 25.999,$ 19.499
1623,VAGIFEM 10mcg COMP.VAG.X18,SILESIA,20%,$ 35.999,$ 28.799
1624,VALAPLEX D 160/12.5MG 30CR,LABORATORIO CHILE,35%,$ 20.199,$ 13.129
1625,VALAPLEX D 80/12.5MG 30CR,LABORATORIO CHILE,35%,$ 16.899,$ 10.984
1626,VALAPLEX D FTE 160/25MG 30CR,LABORATORIO CHILE,35%,$ 20.599,$ 13.389
1627,VALCOTE ER 250mg X50COM.REC.,ABBOTT CHILE,52%,$ 44.499,$ 21.360
1628,VALERIX COMP.X30,SILESIA,20%,$ 17.099,$ 13.679
1629,VALNOC 2mg X30COM.REC.,RECALCINE,25%,$ 9.499,$ 7.124
1630,VALNOC 3mg X30COM.REC.,RECALCINE,25%,$ 11.999,$ 8.999
1631,VALPAX (B) 2mg X30COM.,RECALCINE,94%,$ 16.399,$ 984
1632,VALVITAE PLUS (B) 160/12.5 X28COM.REC.,GALENICUM HEALTH CHILE SPA,30%,$ 15.499,$ 10.849
1633,VALVITAE PLUS (B) 160/25 X28COM.REC.,GALENICUM HEALTH CHILE SPA,30%,$ 16.499,$ 11.549
1634,VALVITAE PLUS (B) 80/12.5 X28COM.REC.,GALENICUM HEALTH CHILE SPA,30%,$ 14.999,$ 10.499
1635,VANNAIR 160/4.5 X120DS.,ASTRA ZENECA DE CHILE LTDA.,52%,$ 49.999,$ 24.000
1636,VARTALAN 160mg X30CAP/COM,RECALCINE,25%,$ 19.999,$ 14.999
1637,VARTALAN 320mg X30COM.REC.,RECALCINE,25%,$ 15.099,$ 11.324
1638,VARTALAN 80mg X30CAP/COM,RECALCINE,25%,$ 20.399,$ 15.299
1639,VARTALAN AM 10/160 X30COM.REC.,RECALCINE,25%,$ 25.399,$ 19.049
1640,VARTALAN AM 5/160 X30COM.REC.,RECALCINE,25%,$ 24.399,$ 18.299
1641,VARTALAN AM 5/320 X30COM.REC.,RECALCINE,25%,$ 22.999,$ 17.249
1642,VARTALAN AM 5/80 X30COM.REC.,RECALCINE,25%,$ 23.899,$ 17.924
1643,VARTALAN AMD 10/160/12.5 X30CAP.,RECALCINE,25%,$ 21.999,$ 16.499
1644,VARTALAN AMD 5/160/12.5 X30CAP.,RECALCINE,25%,$ 24.999,$ 18.749
1645,VARTALAN D 80/12.5 X30COM.REC.,RECALCINE,25%,$ 19.999,$ 14.999
1646,VARTALAN D FTE.160/12.5 X30COM.REC.,RECALCINE,25%,$ 19.399,$ 14.549
1647,VARTALAN D PLUS 160/25 X30COM.REC.,RECALCINE,25%,$ 18.999,$ 14.249
1648,VASELINA MEDICINAL 120ml,GENERICOS,26%,$ 1.099,$ 813
1649,VASELINA MEDICINAL X120ml,LABORATORIO CHILE,26%,$ 1.099,$ 813
1650,VASELINA MEDICINAL X120ml,MINTLAB,26%,$ 1.099,$ 813
1651,VASELINA MEDICINAL X120ml,VALMA,26%,$ 1.099,$ 813
1652,VENARTEL 500mg COMP.X60,ANDROMACO FARMA,30%,$ 45.999,$ 32.199
1653,VENOFER 100mg X5AMP.,ANDROMACO FARMA,16%,$ 115.499,$ 97.019
1654,VERMOIL 200mg X2COM.,FARMOQUIMICA DEL PACIFICO,16%,$ 4.499,$ 3.779
1655,VESNIDAN x 30 comprimidos,MEDIPHARM,65%,$ 15.099,$ 5.285
1656,VESNIDAN x 60 comprimidos,MEDIPHARM,25%,$ 25.499,$ 19.124
1657,VIADIL CPTO.GTAS.15ml,PHARMA INVESTI,25%,$ 8.999,$ 6.749
1658,VINTIX 250mg X10CAP.,PHARMA INVESTI,41%,$ 9.699,$ 5.722
1659,VIORA (B) X21COM.REC.,EXELTIS CHILE,20%,$ 15.999,$ 12.799
1660,VIORA 20 X28COM.REC.,EXELTIS CHILE,20%,$ 13.999,$ 11.199
1661,VIORA CD (B) X28COM.REC.,EXELTIS CHILE,20%,$ 15.999,$ 12.799
1662,VIPLAN FORTE GOTAS x 15 ml,MEDIPHARM,59%,$ 5.199,$ 2.132
1663,VIPLAN GOTAS x 20 ml.,MEDIPHARM,25%,$ 6.099,$ 4.574
1664,VIPROXIL 5mg GTAS.15ml,ANDROMACO FARMA,20%,$ 4.899,$ 3.919
1665,VITABRAL 30 capsulas,MEDIPHARM,25%,$ 10.299,$ 7.724
1666,VITABRAL X 60 CAPSULAS BLANDAS,MEDIPHARM,25%,$ 19.988,$ 14.991
1667,VITAMINA ACD GTAS.X30ml,GENERICOS,78%,$ 4.399,$ 968
1668,VITAMINA ACD GTAS.X30ml,MINTLAB,78%,$ 4.399,$ 968
1669,VITAMINA ACD GTAS.X30ml,LABORATORIO CHILE,78%,$ 4.399,$ 968
1670,VITAMINA B1 B6 B12 10000 X3AMP.,GENERICOS,78%,$ 2.999,$ 660
1671,VITAMINA B1 B6 B12 10000 X3AMP.,LABORATORIO CHILE,78%,$ 2.999,$ 660
1672,VITAMINA B1 B6 B12 10000 X3AMP.,ANDROMACO FARMA,78%,$ 2.999,$ 660
1673,VITAMINA B1 B6 B12 10000 X3AMP.,BIOSANO,78%,$ 2.999,$ 660
1674,VITDE 800 X30COM.,PASTEUR,20%,$ 12.395,$ 9.916
1675,VITDE GTAS.X10ml,PASTEUR,20%,$ 14.999,$ 11.999
1676,VITERNUM VITAM.JBE.X125ml,ITF (EX LABOMED),50%,$ 19.999,$ 10.000
1677,VIVIMEX 10mg COMP.X60,PHARMA INVESTI,30%,$ 36.999,$ 25.899
1678,VONILLE CD COMP.X28,EXELTIS CHILE,20%,$ 7.199,$ 5.759
1679,VONTROL 25mg X30COM.,GLAXO,67%,$ 24.399,$ 8.052
1680,WELLBUTRIN SR 150mg X30COM.,GLAXO,52%,$ 42.999,$ 20.640
1681,XARELTO 15mg COMP.X28,BAYER ETICO,35%,$ 66.999,$ 43.549
1682,XARELTO 20mg COMP.X28,BAYER ETICO,20%,$ 72.999,$ 58.399
1683,XUZAL 5mg/ml GTAS.X20ml,GLAXO,65%,$ 14.299,$ 5.005
1684,YONKA 780mg X40TAB.,ANDROMACO FARMA,59%,$ 12.999,$ 5.330
1685,ZALDIAR X20COM.REC.,GRUNENTHAL,50%,$ 23.699,$ 11.850
1686,ZALEDOR 100mg. GOTAS 10 ml.,MEDIPHARM,73%,$ 9.199,$ 2.484
1687,ZALEDOR P COMP.X30,MEDIPHARM,68%,$ 11.999,$ 3.840
1688,ZALEDOR XR 50mg. 20 comprimidos,MEDIPHARM,25%,$ 14.999,$ 11.249
1689,ZAPINEX FT 10mg COMP.X30,ANDROMACO FARMA,30%,$ 76.899,$ 53.829
1690,ZENTEL 400mg X1COM.,GLAXO,82%,$ 14.799,$ 2.664
1691,ZENTEL 400mg X3COM.,GLAXO,69%,$ 23.999,$ 7.440
1692,ZETAMAX 500mg COMP.X6,EUROFARMA CHILE S.A.,49%,$ 8.999,$ 4.589
1693,ZOLADEX 10.8mg X1IMPLANTE,ASTRA ZENECA DE CHILE LTDA.,52%,$ 266.899,$ 128.112
1694,ZOPICLONA (B) 7.5mg X30COM.REC,HOSPIFARMA,87%,$ 3.199,$ 416
1695,ZOPICLONA 7.5mg X30COM.,GENERICOS,87%,$ 3.399,$ 442
1696,ZOPICLONA 7.5mg X30COM.,INTERPHARMA,87%,$ 3.599,$ 468
1697,ZOPINOM 3 MG 30 CR,LABORATORIO CHILE,35%,$ 5.899,$ 3.834
1698,ZOVIRAX IV 250mg/5ml X5AMP.,GLAXO,93%,$ 105.699,$ 7.399
1699,ZYLORIC (R) 300mg X20COM.,ASPEN CHILE,62%,$ 16.099,$ 6.118
1700,ZYRTEC 1mg/ml S.O.X60ml,GLAXO,70%,$ 21.599,$ 6.480
